Quote,Author
"
      “Elizabeth, after slightly surveying it, went to a window to enjoy its prospect. The hill, crowned with wood, which they had descended, receiving increased abruptness from the distance, was a beautiful object. Every disposition of the ground was good; and she looked on the whole scene, the river, the trees scattered on its banks and the winding of the valley, as far as she could trace it, with delight.”
  ",Jane Austen
"
      “I would advise you merely to put on whatever of your clothes is superior to the rest—there is no occasion for anything more.”
  ",Jane Austen
"
      “The event had every promise of happiness for her friend. Mr. Weston was a man of unexceptionable character, easy fortune, suitable age, and pleasant manners; and there was some satisfaction in considering with what self-denying, generous friendship”
  ",Jane Austen
"
      “We can all begin freely—a slight preference is natural enough; but there are very few of us who have heart enough to be really in love without encouragement. In”
  ",Jane Austen
"
      “Todos tenemos cierto prurito que nos hace presumir de ingenio al tener tales aversiones. Una puede injuriar continuamente sin decir nada que sea justo, pero no puede burlarse siempre de un hombre sin decir de vez en cuando una frase chistosa.”
  ",Jane Austen
"
      “All the privilege I claim for my own sex (it is not a very enviable one; you need not covet it), is that of loving longest, when existence or when hope is gone.”
  ",Jane Austen
"
      “The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of either merit or sense.”
  ",Jane Austen
"
      “Yet, in spite of all this, Anne had reason to believe that she [Mrs Smith] had moments only of languor and depression, to hours of occupation and enjoyment. How could it be? - She watched - observed - reflected - and finally determined that this was not a case of fortitude or of resignation only. - A submissive spirit might be patient, a strong understanding would supply resolution, but here was something more; here was that elasticity of mind, that disposition to be comforted, that power of turning readily from evil to good, and of finding employment which carried her out of herself, which was from Nature alone. It was the choicest gift of Heaven; and Anne viewed her friend as one of those instances in which, by a merciful appointment, it seems designed to counterbalance almost every other want.”
  ",Jane Austen
"
      “For what do we live, but to make sport for our neighbours, and laugh at them in our turn?"" ""Oh!”
  ",Jane Austen
"
      “supposed her born to be an heroine. Her situation in life, the character of her father and mother, her own person and disposition, were all equally against her. Her father was a clergyman, without being neglected,”
  ",Jane Austen
"
      “Her looks and words had nothing to restrain them. She was happy, she knew she was happy, and knew she ought to be happy.”
  ",Jane Austen
"
      “creo en una analo­gía entre nuestros cuerpos y nuestras almas; si nuestros cuerpos son fuertes, así también nuestros sentimientos: capaces de soportar el trato más rudo y de capear la más fuerte borrasca.”
  ",Jane Austen
"
      “By the report which he hastened over to Kellynch to make, Admiral Croft was a native of Somersetshire, who having acquired a very handsome fortune, was wishing to settle in his own country, and had come down to Taunton in order to look at some advertised places in that immediate neighbourhood, which, however, had not suited him; that accidentally hearing--(it was just as he had foretold, Mr Shepherd observed, Sir Walter's concerns could not be kept a secret,)--accidentally hearing of the possibility of Kellynch Hall being to let, and understanding his (Mr Shepherd's) connection with the owner, he had introduced himself to him in order to make particular inquiries, and had, in the course of a pretty long conference, expressed as strong an inclination for the place as a man who knew it only by description could feel; and given Mr Shepherd, in his explicit account of himself, every proof of his being a most responsible, eligible tenant.”
  ",Jane Austen
"
      “Orgulho e Preconceito"" pode ser considerado uma narrativa especial, por transcender o preconceito causado pelas falsas primeiras impressões e adentrar nas questões psicológicas, mostrando como a ideia do autoconhecimento pode vir a produzir julgamentos errôneos sobre o caráter de outras pessoas. As emoções e sentimentos devem ser decifrados por quem decidir mergulhar na obra de Jane Austen, uma vez que se encontram encobertos nas entrelinhas do texto.”
  ",Jane Austen
"
      “nothing remained to be settled but the naming of the Day.”
  ",Jane Austen
"
      “Affectation of candour is common enough—one meets with it everywhere. But to be candid without ostentation or design—to take the good of everybody’s character and make it still better, and say nothing of the bad—belongs to you alone”
  ",Jane Austen
"
      “Aku tidak ingat kapan tepatnya, atau di mana, atau kejadiannya, atau kata-kata yang menjadi pemicunya. Itu sudah lama berlalu. Tiba-tiba saja aku tersadar bahwa aku mencintaimu. - Mr. Darcy”
  ",Jane Austen
"
      “Goldsmith tells us, that when lovely woman stoops to folly, she has nothing to do but to die; and when she stoops to be disagreeable, it is equally to be recommended as a clearer of ill-fame.”
  ",Jane Austen
"
      “One man’s ways may be as good as another’s, but we all like our own best.”
  ",Jane Austen
"
      “Men have had every advantage of us in telling their own story.”
  ",Jane Austen
